Document Title,Authors,DOI,Link
Countering the artificial intelligence threat,Baer W.,,https://www.scopus.com/pages/publications/85042772957?origin=resultslist
Absorption and emission spectroscopic investigation of the thermal dynamics of the archaerhodopsin 3 based fluorescent voltage sensor archon2,Penzkofer A.; Silapetere A.; Hegemann P.,10.3390/ijms21186576,https://www.scopus.com/pages/publications/85090655021?origin=resultslist
DMQEA-FCM: An approach for preference-based decision support,Baek S.-H.; Ryu S.-J.; Kim J.-H.,10.1109/FUZZ-IEEE.2016.7737935,https://www.scopus.com/pages/publications/85006791128?origin=resultslist
Project management in the fourth industrial revolution,Cabeças A.; DA SILVA M.M.,10.37467/gka-revtechno.v9.2804,https://www.scopus.com/pages/publications/85101240472?origin=resultslist
Ameliorated Particle Swarm Optimization Algorithm and Its Application in Robot Path Planning,Dong L.; Yuan X.; Zhang C.; Song Y.; Xu Q.; Zhou F.,10.1109/CAC51589.2020.9327685,https://www.scopus.com/pages/publications/85100930422?origin=resultslist
Applied research on the quantum minority game in multi-robot pursuit evasion,Sun J.,10.1166/jctn.2015.4248,https://www.scopus.com/pages/publications/84960172924?origin=resultslist
Optimal Distributed Generation Allocation Using Quantum Inspired Particle Swarm Optimization,Nazari-Heris M.; Madadi S.; Pesaran Hajiabbas M.; Mohammadi-Ivatloo B.,10.1007/978-3-319-63639-9_17,https://www.scopus.com/pages/publications/85077020823?origin=resultslist
Hybrid States of Biomolecules in Strong-Coupling Regime,Kosmyntseva A.V.; Nabiev I.R.; Rakovich Y.P.,10.1134/S1995078017040115,https://www.scopus.com/pages/publications/85043246461?origin=resultslist
Integrated artificial intelligence systems,Brachman R.; Gunning D.; Burke M.,10.1609/aimag.v41i2.5300,https://www.scopus.com/pages/publications/85091181039?origin=resultslist
Development of a multi-objective evolutionary algorithm for strain-enhanced quantum cascade lasers,Mueller D.; Triplett G.,10.3390/photonics3030044,https://www.scopus.com/pages/publications/85031940145?origin=resultslist
Analyzing Controllability of Bilinear Systems on Symmetric Groups: Mapping Lie Brackets to Permutations,Zhang W.; Li J.-S.,10.1109/TAC.2019.2963164,https://www.scopus.com/pages/publications/85095553246?origin=resultslist
Assessment of restoration methods of X-ray images with emphasis on medical photogrammetric usage,Hosseinian S.; Arefi H.,10.5194/isprsarchives-XLI-B5-835-2016,https://www.scopus.com/pages/publications/84979224036?origin=resultslist
Modernizing capitalism: Saving the american dream guest perspective-© edward d. hess 2019,Hess E.D.,,https://www.scopus.com/pages/publications/85069810463?origin=resultslist
Two-photon direct laser writing of ultracompact multi-lens objectives,Gissibl T.; Thiele S.; Herkommer A.; Giessen H.,10.1038/nphoton.2016.121,https://www.scopus.com/pages/publications/84976320002?origin=resultslist
Application of Improved BQGA in Robot Kinematics Inverse Solution,Lv X.; Zhao M.,10.1155/2019/1659180,https://www.scopus.com/pages/publications/85062330345?origin=resultslist
Quantum fuzzy inference based on quantum genetic algorithm: Quantum simulator in intelligent robotics,Ulyanov S.V.,10.1007/978-3-030-35249-3_9,https://www.scopus.com/pages/publications/85089219987?origin=resultslist
Could robots become authentic companions in nursing care?,Metzler T.A.; Lewis L.M.; Pope L.C.,10.1111/nup.12101,https://www.scopus.com/pages/publications/84958857343?origin=resultslist
Modeling and optimization of CPN collaborative assembling tasks for low-voltage apparatus; [面向低压电器的CPN协同装配任务建模与优化],Zhang L.; Lyu H.; Xu F.; Tan D.; Chen J.; Lin Q.,10.13196/j.cims.2020.07.002,https://www.scopus.com/pages/publications/85090800276?origin=resultslist
State of the art: Artificial intelligent technologies for mobile health of stroke monitoring and rehabilitation robotics control,Elbagoury B.M.; Shalhoub M.B.H.B.; Roushdy M.I.; Schrader T.,10.1002/9781119509875.ch7,https://www.scopus.com/pages/publications/85140935163?origin=resultslist
The routledge handbook of consciousness,Gennaro R.J.,10.4324/9781315676982,https://www.scopus.com/pages/publications/85046920163?origin=resultslist
Fast Fourier Transform Based NDT Approach for Depth Detection of Hidden Defects Using HTS rf-SQUID,Rostami B.; Shanehsazzadeh F.; Fardmanesh M.,10.1109/TASC.2018.2841927,https://www.scopus.com/pages/publications/85047814982?origin=resultslist
Rethinking the role of grey literature in the fourth industrial revolution,Savić D.,,https://www.scopus.com/pages/publications/85040728281?origin=resultslist
Industry 4.0 solutions - A pathway to use smart technologies / build smart factories,Venkateswaran N.,10.34218/IJM.11.2.2020.014,https://www.scopus.com/pages/publications/85081581216?origin=resultslist
Computing exponentially faster: Implementing a non-deterministic universal Turing machine using DNA,Currin A.; Korovin K.; Ababi M.; Roper K.; Kell D.B.; Day P.J.; King R.D.,10.1098/rsif.2016.0990,https://www.scopus.com/pages/publications/85015056941?origin=resultslist
Entanglement-based machine learning on a quantum computer,Cai X.-D.; Wu D.; Su Z.-E.; Chen M.-C.; Wang X.-L.; Li L.; Liu N.-L.; Lu C.-Y.; Pan J.-W.,10.1103/PhysRevLett.114.110504,https://www.scopus.com/pages/publications/84925842129?origin=resultslist
"1st International Workshop on Quantum Technology and Optimization Problems, QTOP 2019 was held in conjunction with the International Conference on Networked Systems, NetSys 2019",,,https://www.scopus.com/pages/publications/85064057945?origin=resultslist
"6th Russian Supercomputing Days, RuSCDays 2020",,,https://www.scopus.com/pages/publications/85097823105?origin=resultslist
Control of robot manipulator error using FPDI-IQGA in neural network,Kumar A.S.; Alavandar S.,10.1166/jctn.2016.5106,https://www.scopus.com/pages/publications/84977266907?origin=resultslist
ITNT-DS 2020 - Proceedings of the 6th International Conference Information Technology and Nanotechnology. Session Data Science,,,https://www.scopus.com/pages/publications/85092245609?origin=resultslist
Robot fault diagnosis using TMR reversible QCA comparator circuit,Sivasamy D.; Dev Anand M.; Naidu K.,,https://www.scopus.com/pages/publications/85035318350?origin=resultslist
Toward “On-Demand” Materials Synthesis and Scientific Discovery through Intelligent Robots,Li J.; Tu Y.; Liu R.; Lu Y.; Zhu X.,10.1002/advs.201901957,https://www.scopus.com/pages/publications/85078838096?origin=resultslist
"2017 2nd Al-Sadiq International Conference on Multidisciplinary in IT and Communication Science and Applications, AIC-MITCSA 2017",,,https://www.scopus.com/pages/publications/85172559140?origin=resultslist
Quantum Software Engineering Supremacy in Intelligent Robotics,Korenkov V.V.; Reshetnikov A.G.; Ulyanov S.V.,10.1109/MoNeTeC49726.2020.9258000,https://www.scopus.com/pages/publications/85097902953?origin=resultslist
Microstructure characteristics of non-monodisperse quantum dots: On the potential of transmission electron microscopy combined with X-ray diffraction,Neumann S.; Menter C.; Mahmoud A.S.; Segets D.; Rafaja D.,10.1039/d0ce00312c,https://www.scopus.com/pages/publications/85085693128?origin=resultslist
Fingertip Three-Axis Tactile Sensor for Multifingered Grasping,Zhang T.; Jiang L.; Wu X.; Feng W.; Zhou D.; Liu H.,10.1109/TMECH.2014.2357793,https://www.scopus.com/pages/publications/85027929598?origin=resultslist
"22nd International Conference on Applications of Evolutionary Computation, EvoApplications 2019, held as Part of EvoStar 2019",,,https://www.scopus.com/pages/publications/85065710625?origin=resultslist
Cooperative learning-agents for task allocation problem,Zitouni F.; Maamri R.,10.1007/978-3-319-75175-7_93,https://www.scopus.com/pages/publications/85042556512?origin=resultslist
Design of the Yagi-Uda antenna using quantum particle swarm optimization,Patidar H.; Mahanti G.K.; Muralidharan R.,10.1615/TelecomRadEng.v77.i20.20,https://www.scopus.com/pages/publications/85057778992?origin=resultslist
Quantum Inspired Computational Intelligence: Research and Applications,Bhattacharyya S.; Maulik U.; Dutta P.,,https://www.scopus.com/pages/publications/85023188019?origin=resultslist
"Electronic Proceedings in Theoretical Computer Science, EPTCS",,,https://www.scopus.com/pages/publications/85017774596?origin=resultslist
Controlling an organic synthesis robot with machine learning to search for new reactivity,Granda J.M.; Donina L.; Dragone V.; Long D.-L.; Cronin L.,10.1038/s41586-018-0307-8,https://www.scopus.com/pages/publications/85050243134?origin=resultslist
"Proceedings International Conference on Automated Planning and Scheduling, ICAPS",,,https://www.scopus.com/pages/publications/85055005487?origin=resultslist
Model construction and optimization of wall climbing robot oriented electro-adhesion array,Guo J.; Cui G.; Chen X.; Gao Y.,10.3901/JME.2015.09.051,https://www.scopus.com/pages/publications/84929734049?origin=resultslist
"Ultraviolet-protecting, flexible and stable photovoltaic-assisted piezoelectric hybrid unit nanogenerator for simultaneously harvesting ultraviolet light and mechanical energies",Liu X.; Li J.; Fang Z.; Wang C.; Shu L.; Han J.,10.1007/s10853-020-05078-4,https://www.scopus.com/pages/publications/85088788096?origin=resultslist
Heterogeneous network architecture for integration of ai and quantum optics by means of multiple-valued logic,Bykovsky A.Yu.,10.3390/quantum2010010,https://www.scopus.com/pages/publications/85103179693?origin=resultslist
"13th International Conference and Workshop on Algorithms and Computations, WALCOM 2019",,,https://www.scopus.com/pages/publications/85062665939?origin=resultslist
"18th International Conference on Hybrid Intelligent Systems, HIS 2018",,,https://www.scopus.com/pages/publications/85064862024?origin=resultslist
Quantum behaved genetic algorithm: Constraints-handling and GPU computing,Mohammed A.M.; Elhefnawy N.A.; El-Sherbiny M.M.; Hadhoud M.M.,10.1007/978-3-319-14654-6_15,https://www.scopus.com/pages/publications/84922904219?origin=resultslist
Evolutionary fuzzy integral-based gaze control with preference of human gaze,Yoo B.-S.; Kim J.-H.,10.1109/TCDS.2016.2558516,https://www.scopus.com/pages/publications/85051839566?origin=resultslist
"How cloud computing, artificial intelligence and internet of things will transform energy and utility management architectures.",Nduta T.,10.3997/2214-4609.2020625022,https://www.scopus.com/pages/publications/85104966568?origin=resultslist
"Basics of business model, emerging fintech & case insights on gojek business model",Priya K.; Ganesh N.; Balaraman P.,,https://www.scopus.com/pages/publications/85070018844?origin=resultslist
Minimum-time trajectory planning for an inchworm-like climbing robot based on quantum-behaved particle swarm optimization,Yao J.; Huang Y.; Wan Z.; Zhang L.; Sun C.; Zhang X.,10.1177/0954406216646138,https://www.scopus.com/pages/publications/85028605214?origin=resultslist
"1st International Conference on Computational Intelligence, Communications, and Business Analytics, CICBA 2017",,,https://www.scopus.com/pages/publications/85032491248?origin=resultslist
"International Conference on Recent Advancement in Computer, Communication and Computational Sciences, RACCCS 2018",,,https://www.scopus.com/pages/publications/85064570829?origin=resultslist
Nanotechnology for the Development of Nanomedicine,Tekade R.K.; Maheshwari R.; Soni N.; Tekade M.; Chougule M.B.,10.1016/B978-0-12-809717-5.00001-4,https://www.scopus.com/pages/publications/85031752408?origin=resultslist
Quantum Computation by Classical Mechanical Apparatuses,Itami T.; Matsui N.; Isokawa T.,10.1109/DCNAIR50402.2020.9216939,https://www.scopus.com/pages/publications/85096365717?origin=resultslist
From Equilibrium-Based Business Intelligence to Information Conservational Quantum-Fuzzy Cryptography - A Cellular Transformation of Bipolar Fuzzy Sets to Quantum Intelligence Machinery,Zhang W.-R.,10.1109/TFUZZ.2017.2687408,https://www.scopus.com/pages/publications/85040607180?origin=resultslist
Compliance errors estimation for robotic manipulator using the Quantum Monte Carlo method,Dautov R.; Klimchik A.,,https://www.scopus.com/pages/publications/85077520999?origin=resultslist
High Resolution Large Scale ADC. Case study of an N bit per Volt ADC Implemented using FPAA and FPGA Applied for Precision Altimetery,Bouzid A.; Vasarhelyi J.,10.1109/ICCC49264.2020.9257269,https://www.scopus.com/pages/publications/85098008646?origin=resultslist
Influence of composition on the external quantum efficiency of reduced graphene oxide/carbon nanoparticle based photodetector used for human body IR detection,Alam M.S.; Boby M.A.; Chowdhury F.A.; Albrithen H.; Hossain M.A.,10.1039/c9ra01894h,https://www.scopus.com/pages/publications/85068109070?origin=resultslist
Analysis on the trajectory planning and simulation of six degrees of freedom manipulator,Cheng X.; Zhao M.,10.1109/ICMCCE.2018.00085,https://www.scopus.com/pages/publications/85059848405?origin=resultslist
Electrical Properties of Solvated Tectomers: Toward Zettascale Computing,Chiolerio A.; Draper T.C.; Jost C.; Adamatzky A.,10.1002/aelm.201900202,https://www.scopus.com/pages/publications/85073925037?origin=resultslist
Trajectory planning for autonomous mobile robot using a hybrid improved QPSO algorithm,Xue T.; Li R.; Tokgo M.; Ri J.; Han G.,10.1007/s00500-015-1956-2,https://www.scopus.com/pages/publications/84949526174?origin=resultslist
"Control System Applications, Second Edition",Levine W.S.,10.1201/b10382,https://www.scopus.com/pages/publications/85137428005?origin=resultslist
"Proceedings - 5th IEEE International Conference on Control System, Computing and Engineering, ICCSCE 2015",,,https://www.scopus.com/pages/publications/84978786286?origin=resultslist
Quantum machine learning with glow for episodic tasks and decision games,Clausen J.; Briegel H.J.,10.1103/PhysRevA.97.022303,https://www.scopus.com/pages/publications/85042107347?origin=resultslist
Organizational and Societal Implications of the Adoption of Machine Invention Systems,Vasilescu D.-C.; Filzmoser M.,10.30965/9783957437488_024,https://www.scopus.com/pages/publications/105025175695?origin=resultslist
Quantum-inspired evolutionary multiobjective optimization for a dynamic production scheduling approach,Fiasché M.; Liberati D.E.; Gualandi S.; Taisch M.,10.1007/978-3-319-56904-8_19,https://www.scopus.com/pages/publications/85029175257?origin=resultslist
Kinematic synthesis of a reconfigurable robot manipulator with lattice morphing mechanisms based on enhanced QPSO,Yin B.; Zhao Z.; Xiao H.; Liu M.; Hu W.,10.1088/1757-899X/758/1/012032,https://www.scopus.com/pages/publications/85082102975?origin=resultslist
Optical Methods for Tumor Treatment and Detection: Mechanisms and Techniques in Photodynamic Therapy XXIX,,,https://www.scopus.com/pages/publications/85081554654?origin=resultslist
NDT 2018 - 57th Annual Conference of the British Institute of Non-Destructive Testing,,,https://www.scopus.com/pages/publications/85060781834?origin=resultslist
"8th International Conference on the Theory and Practice of Natural Computing, TPNC 2019",,,https://www.scopus.com/pages/publications/85077011918?origin=resultslist
Independent verification of psychophysical interactions with a double-slit interference pattern,Baer W.,10.4006/0836-1398-28.1.47,https://www.scopus.com/pages/publications/84940880809?origin=resultslist
A self-adaptive intelligent control system with hierarchical architecture,Chiang C.-H.; Chen L.-H.,,https://www.scopus.com/pages/publications/84934291147?origin=resultslist
Quantum robots,Benioff P.,10.1201/9780429500459,https://www.scopus.com/pages/publications/85054734671?origin=resultslist
Hierarchical Motion Planning for Multisteering Tractor-Trailer Mobile Robots with On-Axle Hitching,Yuan J.,10.1109/TMECH.2017.2695651,https://www.scopus.com/pages/publications/85029482868?origin=resultslist
Optimality conditions for optimal impulsive control problems with multipoint state constraints,Samsonyuk O.N.,,https://www.scopus.com/pages/publications/85036632565?origin=resultslist
"3rd International Conference on Robot Intelligence Technology and Applications, RiTA 2014",,,https://www.scopus.com/pages/publications/84942606966?origin=resultslist
Complex and hypercomplex-valued Support Vector Machines: A survey,Arana-Daniel N.,10.3390/app9153090,https://www.scopus.com/pages/publications/85070718367?origin=resultslist
Quantum genetic algorithm to evolve controllers for self-reconfigurable modular robots,Mezghiche M.K.; Djedi N.,10.1108/WJE-02-2019-0032,https://www.scopus.com/pages/publications/85083508765?origin=resultslist
"2016 IEEE International Conference on System Science and Engineering, ICSSE 2016",,,https://www.scopus.com/pages/publications/84988461473?origin=resultslist
"Proceedings of the 11th Workshop on Constraint Satisfaction Techniques for Planning and Scheduling Problems, COPLAS 2016",,,https://www.scopus.com/pages/publications/85088296125?origin=resultslist
"4th International Conference on Research in Intelligent and Computing in Engineering, RICE 2019",,,https://www.scopus.com/pages/publications/85084225232?origin=resultslist
"6th IFIP International Conference on Computational Intelligence and Its Applications, CIIA 2018",,,https://www.scopus.com/pages/publications/85046546013?origin=resultslist
ICTES 2020 - Proceedings of the 2nd International Workshop on Information-Communication Technologies and Embedded Systems,,,https://www.scopus.com/pages/publications/85097612800?origin=resultslist
"2015 12th International Conference on Electrical Engineering, Computing Science and Automatic Control, CCE 2015",,,https://www.scopus.com/pages/publications/84962798240?origin=resultslist
Advances in ICT and the likely nature of warfare,Roy K.,10.4324/9781003004707,https://www.scopus.com/pages/publications/85105120614?origin=resultslist
On randomization of neural networks as a form of post-learning strategy,Kapanova K.G.; Dimov I.; Sellier J.M.,10.1007/s00500-015-1949-1,https://www.scopus.com/pages/publications/84947799391?origin=resultslist
"Leibniz International Proceedings in Informatics, LIPIcs",,,https://www.scopus.com/pages/publications/85030650672?origin=resultslist
Multi AUV intelligent autonomous learning mechanism based on QPSO algorithm,Li J.-J.; Zhang R.-B.; Yang Y.,10.1007/978-3-319-22186-1_6,https://www.scopus.com/pages/publications/84944744382?origin=resultslist
On separating points for ensemble controllability,Li J.-S.; Zhang W.; Tie L.,10.1137/19M1278648,https://www.scopus.com/pages/publications/85091992906?origin=resultslist
Ethical implications of the use of artificial intelligence in human space operations,"Bauernschmidt K.D.; Druesedow T.J.; Hodum A.M.; Kressler R.A.; Pope M., III; Viana C.; Wattles K.M.",,https://www.scopus.com/pages/publications/85079139277?origin=resultslist
A Survey on State-of-the-Art Applications of Variable Length Chromosome (VLC) Based GA,Domala R.; Singh U.,10.1007/978-981-15-3514-7_47,https://www.scopus.com/pages/publications/85090533372?origin=resultslist
Performance comparison of various probability gate assisted binary lightning search algorithm,Islam M.M.; Shareef H.; Nagrial M.; Rizk J.; Hellany A.; Khalid S.N.,10.11591/ijai.v8.i3.pp228-236,https://www.scopus.com/pages/publications/85073521422?origin=resultslist
The knowledge of knots: an interdisciplinary literature review,Santos P.E.; Cabalar P.; Casati R.,10.1080/13875868.2019.1667998,https://www.scopus.com/pages/publications/85074302785?origin=resultslist
"2016 13th Symposium on Neural Networks and Applications, NEUREL 2016",,,https://www.scopus.com/pages/publications/85010857636?origin=resultslist
"8th Computer Science On-line Conference, CSOC 2019",,,https://www.scopus.com/pages/publications/85065927332?origin=resultslist
"2015 Australian Control Conference, AUCC 2015",,,https://www.scopus.com/pages/publications/84964017475?origin=resultslist
"International Conference on Chinese Intelligent Systems Conference, CISC 2016",,,https://www.scopus.com/pages/publications/84990063285?origin=resultslist
FA–QABC–MRTA: a solution for solving the multi-robot task allocation problem,Zitouni F.; Maamri R.; Harous S.,10.1007/s11370-019-00291-w,https://www.scopus.com/pages/publications/85073695734?origin=resultslist
Electronic packaging solutions for artificial intelligence applications,Hu D.-C.,10.1109/IMPACT.2018.8625827,https://www.scopus.com/pages/publications/85062457763?origin=resultslist
AI-assisted synthesis prediction,Johansson S.; Thakkar A.; Kogej T.; Bjerrum E.; Genheden S.; Bastys T.; Kannas C.; Schliep A.; Chen H.; Engkvist O.,10.1016/j.ddtec.2020.06.002,https://www.scopus.com/pages/publications/85087758490?origin=resultslist
Metacomputable,Bołtuć P.,10.3390/E19110630,https://www.scopus.com/pages/publications/85114039273?origin=resultslist
An improved QPSO-SVM-based approach for predicting the milling force for white marble in robot stone machining,Yin F.; Ji Q.; Jin C.; Wang J.,10.3233/JIFS-210430,https://www.scopus.com/pages/publications/85113244412?origin=resultslist
A Modified QPSO for Robotic Vehicle Path Planning,Fernandes P.B.; Limão De Oliveira R.C.; Fonseca Neto J.V.,10.1109/CEC.2018.8477681,https://www.scopus.com/pages/publications/85056273758?origin=resultslist
Smart Machining Process Using Machine Learning: A Review and Perspective on Machining Industry,Kim D.-H.; Kim T.J.Y.; Wang X.; Kim M.; Quan Y.-J.; Oh J.W.; Min S.-H.; Kim H.; Bhandari B.; Yang I.; Ahn S.-H.,10.1007/s40684-018-0057-y,https://www.scopus.com/pages/publications/85052233025?origin=resultslist
Geometric Multiplication of Vectors; An Introduction to Geometric Algebra in Physics,Josipović M.,10.1007/978-3-030-01756-9,https://www.scopus.com/pages/publications/105035318732?origin=resultslist
Experimental extraction of tactile sensor specifications for a minimal anthropomorphic robot hand,Trapani J.M.; Saliba M.A.,10.1109/HUMANOIDS.2014.7041394,https://www.scopus.com/pages/publications/84945179406?origin=resultslist
Quantum-inspired computational intelligence for economic emission dispatch problem,Mahdi F.P.; Vasant P.; Kallimani V.; Abdullah-Al-Wadud M.; Watada J.,10.4018/978-1-5225-2128-0.ch015,https://www.scopus.com/pages/publications/85027528924?origin=resultslist
"Computer Systems and Technologies: 21st International Conference, CompSysTech 2020 - Proceedings",,,https://www.scopus.com/pages/publications/85123041082?origin=resultslist
Quantum Self-organizing Network and Routing Protocol for Cooperative Communication of Intelligent Robot Soccer Game,Nie M.; Yang G.; Wei R.,10.1109/ICCRE49379.2020.9096471,https://www.scopus.com/pages/publications/85085981668?origin=resultslist
Modeling of stochastic disturbance based on quantum physics for high-performance force estimation,Takeya M.; Katsura S.,10.1541/ieejjia.4.535,https://www.scopus.com/pages/publications/85003843239?origin=resultslist
Controllable movement of single-photon source in multifunctional magneto-photonic structures,Au T.H.; Perry A.; Audibert J.; Trinh D.T.; Do D.B.; Buil S.; Quélin X.; Hermier J.-P.; Lai N.D.,10.1038/s41598-020-61811-8,https://www.scopus.com/pages/publications/85081998740?origin=resultslist
Ultraflexible and transparent electroluminescent skin for real-time and super-resolution imaging of pressure distribution,Lee B.; Oh J.-Y.; Cho H.; Joo C.W.; Yoon H.; Jeong S.; Oh E.; Byun J.; Kim H.; Lee S.; Seo J.; Park C.W.; Choi S.; Park N.-M.; Kang S.-Y.; Hwang C.-S.; Ahn S.-D.; Lee J.-I.; Hong Y.,10.1038/s41467-020-14485-9,https://www.scopus.com/pages/publications/85078838177?origin=resultslist
Combinatorial and toric homotopy: Introductory lectures,Darby A.; Grbić J.; Lü Z.; Wu J.,10.1142/9789813226579,https://www.scopus.com/pages/publications/85041611795?origin=resultslist
Toward Quantum Photonic Computers; Thinking May Not Be Realized by Digital Computers,Kaatuzian H.,10.1007/978-3-030-33495-6_38,https://www.scopus.com/pages/publications/85075819393?origin=resultslist
Trajectory Planning of Robot Based on Quantum Genetic Algorithm,Qingda G.; Yanming Q.; Peijie L.; Jianwu C.,10.1007/978-3-319-65978-7_84,https://www.scopus.com/pages/publications/85034600648?origin=resultslist
Quantum-Confined-Superfluidics-Enabled Moisture Actuation Based on Unilaterally Structured Graphene Oxide Papers,Zhang Y.-L.; Liu Y.-Q.; Han D.-D.; Ma J.-N.; Wang D.; Li X.-B.; Sun H.-B.,10.1002/adma.201901585,https://www.scopus.com/pages/publications/85067413271?origin=resultslist
Detection of participation and training task difficulty applied to the multi-sensor systems of rehabilitation robots,Yan H.; Wang H.; Vladareanu L.; Lin M.; Vladareanu V.; Li Y.,10.3390/s19214681,https://www.scopus.com/pages/publications/85074266102?origin=resultslist
Optimal path planning for two-wheeled self-balancing vehicle pendulum robot based on quantum-behaved particle swarm optimization algorithm,Qian Q.; Wu J.; Wang Z.,10.1007/s00779-019-01216-1,https://www.scopus.com/pages/publications/85064493905?origin=resultslist
Towards real time multi-robot routing using quantum computing technologies,Clark J.; Guo X.; West T.; Mason L.; Zammit J.; Russell D.,10.1145/3293320.3293333,https://www.scopus.com/pages/publications/85061258629?origin=resultslist
"Joint Conferences on 18th International Conference on Intelligent Systems Design and Applications, ISDA 2018 and 10th World Congress on Nature and Biologically Inspired Computing , NaBIC 2018",,,https://www.scopus.com/pages/publications/85065478957?origin=resultslist
Assessment of quantum mechanical concepts,Ross R.A.,,https://www.scopus.com/pages/publications/85078780655?origin=resultslist
An Advanced Quantum Optimization Algorithm for Robot Path Planning,Gao L.; Liu R.; Wang F.; Wu W.; Bai B.; Yang S.; Yao L.,10.1142/S0218126620501224,https://www.scopus.com/pages/publications/85077588825?origin=resultslist
Variable-Temperature Electron Transport and Dipole Polarization Turning Flexible Multifunctional Microsensor beyond Electrical and Optical Energy,Cao M.-S.; Wang X.-X.; Zhang M.; Cao W.-Q.; Fang X.-Y.; Yuan J.,10.1002/adma.201907156,https://www.scopus.com/pages/publications/85078662498?origin=resultslist
SENTIENT ANDROIDS,Amoroso R.L.,,https://www.scopus.com/pages/publications/85148388044?origin=resultslist
Sensors Used in Automotive Paint Shops,Tatiya S.; Pandey M.; Bhattacharya S.; Singh S.,10.1007/978-981-13-3290-6_14,https://www.scopus.com/pages/publications/85103883328?origin=resultslist
Digest of Technical Papers - Symposium on VLSI Technology,,,https://www.scopus.com/pages/publications/85028081925?origin=resultslist
"2nd CCF International Conference on Artificial Intelligence, CCF-ICAI 2019",,,https://www.scopus.com/pages/publications/85071427394?origin=resultslist
New technology options and threats to detect and combat terrorism,Werbos P.J.,10.3233/978-1-61499-748-1-34,https://www.scopus.com/pages/publications/85020982861?origin=resultslist
Kinematic calibration method of robots based on quantum-behaved particle swarm optimization,Fang L.; Dang P.,10.3901/JME.2016.07.023,https://www.scopus.com/pages/publications/84965048647?origin=resultslist
Proceedings of the American Control Conference,,,https://www.scopus.com/pages/publications/85052600219?origin=resultslist
A New Quantum-computing-based Algorithm for Robotic Arms and Rigid Bodies' Orientation,Zioui N.; Mahmoudi Y.; Mahmoudi A.; Tadjine M.; Bentouba S.,10.22055/jacm.2021.37611.3048,https://www.scopus.com/pages/publications/85110709358?origin=resultslist
Intelligence: The interdependence of independent members of teams,Lawless W.F.,10.1007/978-3-319-56994-9_45,https://www.scopus.com/pages/publications/85062918447?origin=resultslist
Measuring weighting factor of eigenstates in quantum superposition by classical mechanical ‘quantum’ computer,T. Itami; N. Matsui; T. Isokawa; N. Kouda; T. Hashimoto,10.23919/SICE48898.2020.9240316,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240316
Cognitive intelligent robust control system based on quantum fuzzy inference for robotics and mechatronics,Ulyanov S.V.; Reshetnikov A.G.,10.1109/SISY.2017.8080563,https://www.scopus.com/pages/publications/85040184438?origin=resultslist
Quantum computation in robotic science and applications,Petschnigg C.; Brandstotter M.; Pichler H.; Hofbaur M.; DIeber B.,10.1109/ICRA.2019.8793768,https://www.scopus.com/pages/publications/85070926523?origin=resultslist
"Molecular quantum robotics: Particle and wave solutions, illustrated by ""leg-over-leg"" walking along microtubules",Levi P.,10.3389/fnbot.2015.00002,https://www.scopus.com/pages/publications/84949209308?origin=resultslist
"10th International Conference on Theory and Applications of Soft Computing, Computing with Words and Perceptions, ICSCCW 2019",,,https://www.scopus.com/pages/publications/85089246948?origin=resultslist
Multiscale Study of the Relationship between Photoisomerization and Mechanical Behavior of Azo-Polymer Based on the Coarse-Grained Molecular Dynamics Simulation,Moon J.; Kim B.; Choi J.; Cho M.,10.1021/acs.macromol.8b02535,https://www.scopus.com/pages/publications/85062543189?origin=resultslist
"9th International Conference on Theory and Practice of Natural Computing, TPNC 2020",,,https://www.scopus.com/pages/publications/85097682327?origin=resultslist
Control Design of Robotic Manipulator Based on Quantum Neural Network,Abdulridha H.M.; Hassoun Z.A.,10.1115/1.4038492,https://www.scopus.com/pages/publications/85039697320?origin=resultslist
A novel automated curriculum strategy to solve hard sokoban planning instances,Feng D.; Gomes C.P.; Selman B.,,https://www.scopus.com/pages/publications/85101439883?origin=resultslist
"7th International Conference on Networked Systems, NETYS 2019",,,https://www.scopus.com/pages/publications/85075615790?origin=resultslist
"2nd International Conference on Intelligent Computing and Communication, ICICC 2017",,,https://www.scopus.com/pages/publications/85045268005?origin=resultslist
A meta-heuristic proposal for inverse kinematics solution of 7-DOF serial robotic manipulator: quantum behaved particle swarm algorithm,Dereli S.; Köker R.,10.1007/s10462-019-09683-x,https://www.scopus.com/pages/publications/85079427490?origin=resultslist
Automation of quantum Braitenberg vehicles using finite automata: Moore machines,Mishra N.; Chandra R.S.; Behera B.K.; Panigrahi P.K.,10.1007/s11128-019-2512-2,https://www.scopus.com/pages/publications/85075600981?origin=resultslist
Quantum algorithm for visual tracking,Yu C.-H.; Gao F.; Liu C.; Huynh D.; Reynolds M.; Wang J.,10.1103/PhysRevA.99.022301,https://www.scopus.com/pages/publications/85061264835?origin=resultslist
"11th International Conference on Swarm Intelligence, ANTS 2018",,,https://www.scopus.com/pages/publications/85055843023?origin=resultslist
A Survey on nanoscale atomic clusters structural optimization using computational intelligence algorithms,Li D.,10.1166/jctn.2016.4566,https://www.scopus.com/pages/publications/84979900407?origin=resultslist
"3rd International Science and Technology Conference ""Modern Network Technologies 2020"", MoNeTeC 2020 - Proceedings",,,https://www.scopus.com/pages/publications/85097911005?origin=resultslist
